Matter Case ID #,State,County of Residence,FIPS
25-0006995,CA,Los Angeles,6037
25-0006996,CA,Los Angeles,6037
25-0006997,CA,Los Angeles,6037
25-0006998,CA,Los Angeles,6037
25-0006999,CA,Tulare,6107
25-0007000,CA,Los Angeles,6037
25-0007001,CA,Alameda,6001
25-0007002,CA,San Mateo,6081
25-0007003,CA,Los Angeles,6037
25-0007004,CA,San Diego,6073
25-0007005,CA,Los Angeles,6037
25-0007006,CA,Los Angeles,6037
25-0007007,CA,Los Angeles,6037
25-0007008,CA,Riverside,6065
25-0007009,CA,Monterey,6053
25-0007010,CA,Los Angeles,6037
25-0007011,CA,Los Angeles,6037
25-0007012,CA,Los Angeles,6037
25-0007013,CA,Alameda,6001
25-0007014,CA,Los Angeles,6037
25-0007015,CA,Los Angeles,6037
25-0007016,CA,Los Angeles,6037
25-0007017,CA,Los Angeles,6037
25-0007018,CA,Trinity,6105
25-0007019,CA,Los Angeles,6037
25-0007020,CA,Los Angeles,6037
25-0007021,CA,Orange,6059
25-0007022,CA,Orange,6059
25-0007023,CA,Los Angeles,6037
25-0007024,CA,Los Angeles,6037
25-0007025,CA,Los Angeles,6037
25-0007026,CA,Los Angeles,6037
25-0007027,CA,Orange,6059
25-0007028,CA,Tulare,6107
25-0007029,CA,Los Angeles,6037
25-0007030,CA,San Diego,6073
25-0007031,CA,San Diego,6073
25-0007032,CA,Alameda,6001
25-0007033,CA,Los Angeles,6037
25-0007034,CA,Los Angeles,6037
25-0007035,CA,Los Angeles,6037
25-0007036,CA,Los Angeles,6037
25-0007037,CA,Riverside,6065
25-0007038,CA,San Bernardino,6071
25-0007039,CA,Los Angeles,6037
25-0007040,CA,Los Angeles,6037
25-0007041,CA,San Bernardino,6071
25-0007042,CA,Kern,6029
25-0007043,CA,Riverside,6065
25-0007044,CA,Los Angeles,6037
25-0007045,CA,San Bernardino,6071
25-0007046,CA,Los Angeles,6037
25-0007047,CA,Santa Clara,6085
25-0007048,CA,San Diego,6073
25-0007049,CA,Orange,6059
25-0007050,CA,Riverside,6065
25-0007051,CA,Orange,6059
25-0007052,CA,Merced,6047
25-0007053,CA,Orange,6059
25-0007054,CA,Los Angeles,6037
25-0007055,CA,Los Angeles,6037
25-0007056,CA,Los Angeles,6037
25-0007057,CA,San Bernardino,6071
25-0007058,CA,Riverside,6065
25-0007059,CA,San Bernardino,6071
25-0007060,CA,San Diego,6073
25-0007061,CA,Riverside,6065
25-0007062,CA,Shasta,6089
25-0007063,CA,Riverside,6065
25-0007064,CA,Los Angeles,6037
25-0007065,CA,Sacramento,6067
25-0007066,CA,Los Angeles,6037
25-0007067,CA,San Bernardino,6071
25-0007068,CA,Fresno,6019
25-0007069,CA,Orange,6059
25-0007070,CA,Los Angeles,6037
25-0007071,CA,Los Angeles,6037
25-0007072,CA,Riverside,6065
25-0007073,CA,Riverside,6065
25-0007074,CA,Los Angeles,6037
25-0007075,CA,Fresno,6019
25-0007076,CA,Sonoma,6097
25-0007077,CA,Los Angeles,6037
25-0007078,CA,Riverside,6065
25-0007079,CA,Santa Barbara,6083
25-0007080,CA,Lassen,6035
25-0007081,CA,San Diego,6073
25-0007082,CA,Los Angeles,6037
25-0007083,CA,San Joaquin,6077
25-0007084,CA,Los Angeles,6037
25-0007085,CA,Los Angeles,6037
25-0007086,CA,Orange,6059
25-0007087,CA,Orange,6059
25-0007088,CA,Los Angeles,6037
25-0007089,CA,Madera,6039
25-0007090,CA,Humboldt,6023
25-0007091,CA,San Benito,6069
25-0007092,CA,Fresno,6019
25-0007093,CA,Los Angeles,6037
25-0007094,CA,Riverside,6065
25-0007095,CA,San Bernardino,6071
25-0007096,CA,Kern,6029
25-0007097,CA,Los Angeles,6037
25-0007098,CA,San Mateo,6081
25-0007099,CA,Los Angeles,6037
25-0007100,CA,Riverside,6065
25-0007101,CA,Fresno,6019
25-0007102,CA,Riverside,6065
25-0007103,CA,Alameda,6001
25-0007104,CA,Los Angeles,6037
25-0007105,CA,Los Angeles,6037
25-0007106,CA,Riverside,6065
25-0007107,CA,Orange,6059
25-0007108,CA,Los Angeles,6037
25-0007109,CA,Los Angeles,6037
25-0007110,CA,San Diego,6073
25-0007111,CA,Los Angeles,6037
25-0007112,CA,Los Angeles,6037
25-0007113,CA,Los Angeles,6037
25-0007114,CA,San Diego,6073
25-0007115,CA,Los Angeles,6037
25-0007116,CA,San Bernardino,6071
25-0007117,CA,Los Angeles,6037
25-0007118,CA,Riverside,6065
25-0007119,CA,Stanislaus,6099
25-0007120,CA,Los Angeles,6037
25-0007121,CA,Los Angeles,6037
25-0007122,CA,Sacramento,6067
25-0007123,CA,San Diego,6073
25-0007124,CA,Santa Clara,6085
25-0007125,CA,Riverside,6065
25-0007126,CA,Los Angeles,6037
25-0007127,CA,Del Norte,6015
25-0007128,CA,Tulare,6107
25-0007129,CA,Los Angeles,6037
25-0007130,CA,Orange,6059
25-0007131,CA,Santa Barbara,6083
25-0007132,CA,Monterey,6053
25-0007133,CA,Los Angeles,6037
25-0007134,CA,Stanislaus,6099
25-0007135,CA,Los Angeles,6037
25-0007136,CA,Orange,6059
25-0007137,CA,Los Angeles,6037
25-0007138,CA,San Francisco,6075
25-0007139,CA,Orange,6059
25-0007140,CA,Orange,6059
25-0007141,CA,Los Angeles,6037
25-0007142,CA,Los Angeles,6037
25-0007143,CA,Stanislaus,6099
25-0007144,CA,San Luis Obispo,6079
25-0007145,CA,Los Angeles,6037
25-0007146,CA,Los Angeles,6037
25-0007147,CA,Stanislaus,6099
25-0007148,CA,Orange,6059
25-0007149,CA,Los Angeles,6037
25-0007150,CA,San Bernardino,6071
25-0007151,CA,San Francisco,6075
25-0007152,CA,Los Angeles,6037
25-0007153,CA,Orange,6059
25-0007154,CA,San Bernardino,6071
25-0007155,CA,Los Angeles,6037
25-0007156,CA,Los Angeles,6037
25-0007157,CA,Los Angeles,6037
25-0007158,CA,Los Angeles,6037
25-0007159,CA,Kern,6029
25-0007160,CA,Los Angeles,6037
25-0007161,CA,Los Angeles,6037
25-0007162,CA,Los Angeles,6037
25-0007163,CA,Los Angeles,6037
25-0007164,CA,Los Angeles,6037
25-0007165,CA,Orange,6059
25-0007166,CA,San Bernardino,6071
25-0007167,CA,San Bernardino,6071
25-0007168,CA,Contra Costa,6013
25-0007169,CA,San Luis Obispo,6079
25-0007170,CA,Orange,6059
25-0007171,CA,Los Angeles,6037
25-0007172,CA,Orange,6059
25-0007173,CA,Los Angeles,6037
25-0007174,CA,Los Angeles,6037
25-0007175,CA,Los Angeles,6037
25-0007176,CA,Fresno,6019
25-0007177,CA,Sacramento,6067
25-0007178,CA,Los Angeles,6037
25-0007179,CA,Los Angeles,6037
25-0007180,CA,Los Angeles,6037
25-0007181,CA,Orange,6059
25-0007182,CA,Santa Barbara,6083
25-0007183,CA,Orange,6059
25-0007184,CA,Monterey,6053
25-0007185,CA,Los Angeles,6037
25-0007186,CA,Placer,6061
25-0007187,CA,Los Angeles,6037
25-0007188,CA,Tulare,6107
25-0007189,CA,Mendocino,6045
25-0007190,CA,Imperial,6025
25-0007191,CA,Sacramento,6067
25-0007192,CA,Riverside,6065
25-0007193,CA,Merced,6047
25-0007194,CA,Los Angeles,6037
25-0007195,CA,San Bernardino,6071
25-0007196,CA,Los Angeles,6037
25-0007197,CA,Los Angeles,6037
25-0007198,CA,Alameda,6001
25-0007199,CA,Kern,6029
25-0007200,CA,Contra Costa,6013
25-0007201,CA,Santa Clara,6085
25-0007202,CA,Los Angeles,6037
25-0007203,CA,Los Angeles,6037
25-0007204,CA,Marin,6041
25-0007205,CA,Fresno,6019
25-0007206,CA,Los Angeles,6037
25-0007207,CA,Santa Clara,6085
25-0007208,CA,Contra Costa,6013
25-0007209,CA,Riverside,6065
25-0007210,CA,San Mateo,6081
25-0007211,CA,Orange,6059
25-0007212,CA,Santa Clara,6085
25-0007213,CA,Los Angeles,6037
25-0007214,CA,Shasta,6089
25-0007215,CA,Los Angeles,6037
25-0007216,CA,Los Angeles,6037
25-0007217,CA,Kern,6029
25-0007218,CA,Los Angeles,6037
25-0007219,CA,Los Angeles,6037
25-0007220,CA,Tulare,6107
25-0007221,CA,Riverside,6065
25-0007222,CA,Los Angeles,6037
25-0007223,CA,Santa Clara,6085
25-0007224,CA,San Bernardino,6071
25-0007225,CA,Tulare,6107
25-0007226,CA,Los Angeles,6037
25-0007227,CA,Los Angeles,6037
25-0007228,CA,Los Angeles,6037
25-0007229,CA,Los Angeles,6037
25-0007230,CA,Los Angeles,6037
25-0007231,CA,Los Angeles,6037
25-0007232,CA,San Diego,6073
25-0007233,CA,San Bernardino,6071
25-0007234,CA,Stanislaus,6099
25-0007235,CA,Los Angeles,6037
25-0007236,CA,Contra Costa,6013
25-0007237,CA,Monterey,6053
25-0007238,CA,Los Angeles,6037
25-0007239,CA,Orange,6059
25-0007240,CA,Los Angeles,6037
25-0007241,CA,Riverside,6065
25-0007242,CA,Riverside,6065
25-0007243,CA,Los Angeles,6037
25-0007244,CA,Fresno,6019
25-0007245,CA,San Joaquin,6077
25-0007246,CA,Sacramento,6067
25-0007247,CA,Lake,6033
25-0007248,CA,Santa Barbara,6083
25-0007249,CA,Los Angeles,6037
25-0007250,CA,San Bernardino,6071
25-0007251,CA,San Mateo,6081
25-0007252,CA,San Bernardino,6071
25-0007253,CA,Los Angeles,6037
25-0007254,CA,San Bernardino,6071
25-0007255,CA,San Francisco,6075
25-0007256,CA,San Bernardino,6071
25-0007257,CA,San Diego,6073
25-0007258,CA,Riverside,6065
25-0007259,CA,Los Angeles,6037
25-0007260,CA,Los Angeles,6037
25-0007261,CA,Los Angeles,6037
25-0007262,CA,Shasta,6089
25-0007263,CA,Riverside,6065
25-0007264,CA,Alameda,6001
25-0007265,CA,Santa Clara,6085
25-0007266,CA,Riverside,6065
25-0007267,CA,Los Angeles,6037
25-0007268,CA,Los Angeles,6037
25-0007269,CA,San Benito,6069
25-0007270,CA,Stanislaus,6099
25-0007271,CA,Los Angeles,6037
25-0007272,CA,Los Angeles,6037
25-0007273,CA,Yolo,6113
25-0007274,CA,Los Angeles,6037
25-0007275,CA,Los Angeles,6037
25-0007276,CA,Los Angeles,6037
25-0007277,CA,Alameda,6001
25-0007278,CA,Contra Costa,6013
25-0007279,CA,Stanislaus,6099
25-0007280,CA,Los Angeles,6037
25-0007281,CA,Santa Clara,6085
25-0007282,CA,Los Angeles,6037
25-0007283,CA,Riverside,6065
25-0007284,CA,Siskiyou,6093
25-0007285,CA,Stanislaus,6099
25-0007286,CA,Sacramento,6067
25-0007287,CA,Los Angeles,6037
25-0007288,CA,Los Angeles,6037
25-0007289,CA,San Bernardino,6071
25-0007290,CA,Los Angeles,6037
25-0007291,CA,Contra Costa,6013
25-0007292,CA,Los Angeles,6037
25-0007293,CA,Los Angeles,6037
25-0007294,CA,Los Angeles,6037
25-0007295,CA,Los Angeles,6037
25-0007296,CA,San Francisco,6075
25-0007297,CA,Los Angeles,6037
25-0007298,CA,Riverside,6065
25-0007299,CA,Los Angeles,6037
25-0007300,CA,Los Angeles,6037
25-0007301,CA,Los Angeles,6037
25-0007302,CA,Los Angeles,6037
25-0007303,CA,Los Angeles,6037
25-0007304,CA,Los Angeles,6037
25-0007305,CA,Orange,6059
25-0007306,CA,San Diego,6073
25-0007307,CA,Los Angeles,6037
25-0007308,CA,Los Angeles,6037
25-0007309,CA,San Diego,6073
25-0007310,CA,San Bernardino,6071
25-0007311,CA,Santa Cruz,6087
25-0007312,CA,Butte,6007
25-0007313,CA,San Bernardino,6071
25-0007314,CA,Riverside,6065
25-0007315,CA,Alameda,6001
25-0007316,CA,Los Angeles,6037
25-0007317,CA,Los Angeles,6037
25-0007318,CA,Los Angeles,6037
25-0007319,CA,Riverside,6065
25-0007320,CA,San Luis Obispo,6079
25-0007321,CA,Stanislaus,6099
25-0007322,CA,Los Angeles,6037
25-0007323,CA,Los Angeles,6037
25-0007324,CA,Los Angeles,6037
25-0007325,CA,Los Angeles,6037
25-0007326,CA,Riverside,6065
25-0007327,CA,San Bernardino,6071
25-0007328,CA,Riverside,6065
25-0007329,CA,Orange,6059
25-0007330,CA,Napa,6055
25-0007331,CA,Los Angeles,6037
25-0007332,CA,Orange,6059
25-0007333,CA,Tulare,6107
25-0007334,CA,Los Angeles,6037
25-0007335,CA,Orange,6059
25-0007336,CA,Riverside,6065
25-0007337,CA,Los Angeles,6037
25-0007338,CA,Riverside,6065
25-0007339,CA,Orange,6059
25-0007340,CA,Los Angeles,6037
25-0007341,CA,Monterey,6053
25-0007342,CA,Riverside,6065
25-0007343,CA,Los Angeles,6037
25-0007344,CA,Imperial,6025
25-0007345,CA,Solano,6095
25-0007346,CA,San Bernardino,6071
25-0007347,CA,Los Angeles,6037
25-0007348,CA,Riverside,6065
25-0007349,CA,Los Angeles,6037
25-0007350,CA,Los Angeles,6037
25-0007351,CA,Los Angeles,6037
25-0007352,CA,Los Angeles,6037
25-0007353,CA,Ventura,6111
25-0007354,CA,Sacramento,6067
25-0007355,CA,Fresno,6019
25-0007356,CA,Los Angeles,6037
25-0007357,CA,San Bernardino,6071
25-0007358,CA,Los Angeles,6037
25-0007359,CA,Alameda,6001
25-0007360,CA,Ventura,6111
25-0007361,CA,Orange,6059
25-0007362,CA,Kern,6029
25-0007363,CA,Los Angeles,6037
25-0007364,CA,Los Angeles,6037
25-0007365,CA,Orange,6059
25-0007366,CA,Sonoma,6097
25-0007367,CA,Tulare,6107
25-0007368,CA,San Francisco,6075
25-0007369,CA,Fresno,6019
25-0007370,CA,Los Angeles,6037
25-0007371,CA,Los Angeles,6037
25-0007372,CA,Riverside,6065
25-0007373,CA,Contra Costa,6013
25-0007374,CA,Los Angeles,6037
25-0007375,CA,Los Angeles,6037
25-0007376,CA,Kern,6029
25-0007377,CA,Los Angeles,6037
25-0007378,CA,San Mateo,6081
25-0007379,CA,Fresno,6019
25-0007380,CA,Los Angeles,6037
25-0007381,CA,Los Angeles,6037
25-0007382,CA,Los Angeles,6037
25-0007383,CA,Los Angeles,6037
25-0007384,CA,Los Angeles,6037
25-0007385,CA,San Luis Obispo,6079
25-0007386,CA,Los Angeles,6037
25-0007387,CA,Orange,6059
25-0007388,CA,Los Angeles,6037
25-0007389,CA,Los Angeles,6037
25-0007390,CA,Orange,6059
25-0007391,CA,San Bernardino,6071
25-0007392,CA,Los Angeles,6037
25-0007393,CA,Butte,6007
25-0007394,CA,Los Angeles,6037
25-0007395,CA,Los Angeles,6037
25-0007396,CA,Mendocino,6045
25-0007397,CA,Los Angeles,6037
25-0007398,CA,San Bernardino,6071
25-0007399,CA,Santa Clara,6085
25-0007400,CA,Sonoma,6097
25-0007401,CA,San Bernardino,6071
25-0007402,CA,Marin,6041
25-0007403,CA,Los Angeles,6037
25-0007404,CA,San Bernardino,6071
25-0007405,CA,Alameda,6001
25-0007406,CA,San Diego,6073
25-0007407,CA,Los Angeles,6037
25-0007408,CA,Sacramento,6067
25-0007409,CA,Los Angeles,6037
25-0007410,CA,Riverside,6065
25-0007411,CA,Fresno,6019
25-0007412,CA,Los Angeles,6037
25-0007413,CA,Orange,6059
25-0007414,CA,Los Angeles,6037
25-0007415,CA,Alameda,6001
25-0007416,CA,San Diego,6073
25-0007417,CA,Santa Clara,6085
25-0007418,CA,Los Angeles,6037
25-0007419,CA,Shasta,6089
25-0007420,CA,Riverside,6065
25-0007421,CA,Los Angeles,6037
25-0007422,CA,Riverside,6065
25-0007423,CA,Kern,6029
25-0007424,CA,San Diego,6073
25-0007425,CA,Orange,6059
25-0007426,CA,Fresno,6019
25-0007427,CA,Los Angeles,6037
25-0007428,CA,Los Angeles,6037
25-0007429,CA,Orange,6059
25-0007430,CA,Ventura,6111
25-0007431,CA,San Diego,6073
25-0007432,CA,Riverside,6065
25-0007433,CA,Los Angeles,6037
25-0007434,CA,San Bernardino,6071
25-0007435,CA,Los Angeles,6037
25-0007436,CA,Los Angeles,6037
25-0007437,CA,Los Angeles,6037
25-0007438,CA,Los Angeles,6037
25-0007439,CA,San Luis Obispo,6079
25-0007440,CA,Los Angeles,6037
25-0007441,CA,Santa Clara,6085
25-0007442,CA,Alameda,6001
25-0007443,CA,San Bernardino,6071
25-0007444,CA,San Diego,6073
25-0007445,CA,San Diego,6073
25-0007446,CA,Santa Clara,6085
25-0007447,CA,Los Angeles,6037
25-0007448,CA,Los Angeles,6037
25-0007449,CA,Orange,6059
25-0007450,CA,Orange,6059
25-0007451,CA,Los Angeles,6037
25-0007452,CA,Los Angeles,6037
25-0007453,CA,Los Angeles,6037
25-0007454,CA,Los Angeles,6037
25-0007455,CA,Los Angeles,6037
25-0007456,CA,Los Angeles,6037
25-0007457,CA,Orange,6059
25-0007458,CA,San Bernardino,6071
25-0007459,CA,Los Angeles,6037
25-0007460,CA,Los Angeles,6037
25-0007461,CA,Santa Clara,6085
25-0007462,CA,Ventura,6111
25-0007463,CA,Los Angeles,6037
25-0007464,CA,Los Angeles,6037
25-0007465,CA,Sacramento,6067
25-0007466,CA,San Diego,6073
25-0007467,CA,Los Angeles,6037
25-0007468,CA,Los Angeles,6037
25-0007469,CA,Santa Clara,6085
25-0007470,CA,Orange,6059
25-0007471,CA,Riverside,6065
25-0007472,CA,Los Angeles,6037
25-0007473,CA,Los Angeles,6037
25-0007474,CA,Amador,6005
25-0007475,CA,Los Angeles,6037
25-0007476,CA,Ventura,6111
25-0007477,CA,Riverside,6065
25-0007478,CA,San Bernardino,6071
25-0007479,CA,Los Angeles,6037
25-0007480,CA,Orange,6059
25-0007481,CA,Yolo,6113
25-0007482,CA,Los Angeles,6037
25-0007483,CA,Sacramento,6067
25-0007484,CA,Los Angeles,6037
25-0007485,CA,Fresno,6019
25-0007486,CA,Los Angeles,6037
25-0007487,CA,Los Angeles,6037
25-0007488,CA,Los Angeles,6037
25-0007489,CA,Orange,6059
25-0007490,CA,San Bernardino,6071
25-0007491,CA,Stanislaus,6099
25-0007492,CA,San Diego,6073
25-0007493,CA,Orange,6059
25-0007494,CA,Los Angeles,6037
25-0007495,CA,Los Angeles,6037
25-0007496,CA,Marin,6041
25-0007497,CA,Fresno,6019
25-0007498,CA,Humboldt,6023
25-0007499,CA,Los Angeles,6037
25-0007500,CA,San Bernardino,6071
25-0007501,CA,Los Angeles,6037
25-0007502,CA,Lake,6033
25-0007503,CA,Los Angeles,6037
25-0007504,CA,Orange,6059
25-0007505,CA,Los Angeles,6037
25-0007506,CA,San Bernardino,6071
25-0007507,CA,San Bernardino,6071
25-0007508,CA,Los Angeles,6037
25-0007509,CA,Los Angeles,6037
25-0007510,CA,Fresno,6019
25-0007511,CA,Los Angeles,6037
25-0007512,CA,Orange,6059
25-0007513,CA,Los Angeles,6037
25-0007514,CA,Los Angeles,6037
25-0007515,CA,Merced,6047
25-0007516,CA,Los Angeles,6037
25-0007517,CA,Sacramento,6067
25-0007518,CA,San Bernardino,6071
25-0007519,CA,Orange,6059
25-0007520,CA,Merced,6047
25-0007521,CA,Stanislaus,6099
25-0007522,CA,Contra Costa,6013
25-0007523,CA,Los Angeles,6037
25-0007524,CA,Placer,6061
25-0007525,CA,Los Angeles,6037
25-0007526,CA,Los Angeles,6037
25-0007527,CA,Placer,6061
25-0007528,CA,Los Angeles,6037
25-0007529,CA,Los Angeles,6037
25-0007530,CA,San Bernardino,6071
25-0007531,CA,Los Angeles,6037
25-0007532,CA,Monterey,6053
25-0007533,CA,Los Angeles,6037
25-0007534,CA,Los Angeles,6037
25-0007535,CA,San Bernardino,6071
25-0007536,CA,Los Angeles,6037
25-0007537,CA,San Diego,6073
25-0007538,CA,Orange,6059
25-0007539,CA,Orange,6059
25-0007540,CA,San Diego,6073
25-0007541,CA,Los Angeles,6037
25-0007542,CA,Los Angeles,6037
25-0007543,CA,Marin,6041
25-0007544,CA,Alameda,6001
25-0007545,CA,Los Angeles,6037
25-0007546,CA,El Dorado,6017
25-0007547,CA,Stanislaus,6099
25-0007548,CA,Tulare,6107
25-0007549,CA,Fresno,6019
25-0007550,CA,San Francisco,6075
25-0007551,CA,Orange,6059
25-0007552,CA,San Joaquin,6077
25-0007553,CA,Orange,6059
25-0007554,CA,San Luis Obispo,6079
25-0007555,CA,Orange,6059
25-0007556,CA,Riverside,6065
25-0007557,CA,Los Angeles,6037
25-0007558,CA,Los Angeles,6037
25-0007559,CA,Los Angeles,6037
25-0007560,CA,Solano,6095
25-0007561,CA,Los Angeles,6037
25-0007562,CA,Los Angeles,6037
25-0007563,CA,Fresno,6019
25-0007564,CA,Alameda,6001
25-0007565,CA,Orange,6059
25-0007566,CA,San Bernardino,6071
25-0007567,CA,Alameda,6001
25-0007568,CA,Los Angeles,6037
25-0007569,CA,San Bernardino,6071
25-0007570,CA,Riverside,6065
25-0007571,CA,Los Angeles,6037
25-0007572,CA,Humboldt,6023
25-0007573,CA,San Diego,6073
25-0007574,CA,Riverside,6065
25-0007575,CA,Los Angeles,6037
25-0007576,CA,Contra Costa,6013
25-0007577,CA,Orange,6059
25-0007578,CA,Los Angeles,6037
25-0007579,CA,San Diego,6073
25-0007580,CA,Fresno,6019
25-0007581,CA,San Bernardino,6071
25-0007582,CA,Monterey,6053
25-0007583,CA,Tulare,6107
25-0007584,CA,Los Angeles,6037
25-0007585,CA,Stanislaus,6099
25-0007586,CA,Orange,6059
25-0007587,CA,San Bernardino,6071
25-0007588,CA,San Bernardino,6071
25-0007589,CA,Los Angeles,6037
25-0007590,CA,Los Angeles,6037
25-0007591,CA,San Diego,6073
25-0007592,CA,Solano,6095
25-0007593,CA,Los Angeles,6037
25-0007594,CA,Los Angeles,6037
25-0007595,CA,Santa Clara,6085
25-0007596,CA,Los Angeles,6037
25-0007597,CA,Orange,6059
25-0007598,CA,Los Angeles,6037
25-0007599,CA,Los Angeles,6037
25-0007600,CA,Tuolumne,6109
25-0007601,CA,Mariposa,6043
25-0007602,CA,Sonoma,6097
25-0007603,CA,Orange,6059
25-0007604,CA,Los Angeles,6037
25-0007605,CA,Contra Costa,6013
25-0007606,CA,Los Angeles,6037
25-0007607,CA,Los Angeles,6037
25-0007608,CA,Riverside,6065
25-0007609,CA,Los Angeles,6037
25-0007610,CA,San Diego,6073
25-0007611,CA,Riverside,6065
25-0007612,CA,Los Angeles,6037
25-0007613,CA,Santa Cruz,6087
25-0007614,CA,Orange,6059
25-0007615,CA,Kern,6029
25-0007616,CA,Los Angeles,6037
25-0007617,CA,Los Angeles,6037
25-0007618,CA,Los Angeles,6037
25-0007619,CA,Los Angeles,6037
25-0007620,CA,Riverside,6065
25-0007621,CA,Ventura,6111
25-0007622,CA,San Joaquin,6077
25-0007623,CA,San Luis Obispo,6079
25-0007624,CA,Riverside,6065
25-0007625,CA,Riverside,6065
25-0007626,CA,Fresno,6019
25-0007627,CA,Los Angeles,6037
25-0007628,CA,Alameda,6001
25-0007629,CA,Orange,6059
25-0007630,CA,Los Angeles,6037
25-0007631,CA,Los Angeles,6037
25-0007632,CA,Madera,6039
25-0007633,CA,Los Angeles,6037
25-0007634,CA,Orange,6059
25-0007635,CA,Orange,6059
25-0007636,CA,Solano,6095
25-0007637,CA,Los Angeles,6037
25-0007638,CA,Nevada,6057
25-0007639,CA,Los Angeles,6037
25-0007640,CA,Los Angeles,6037
25-0007641,CA,Los Angeles,6037
25-0007642,CA,San Bernardino,6071
25-0007643,CA,Riverside,6065
25-0007644,CA,San Bernardino,6071
25-0007645,CA,Los Angeles,6037
25-0007646,CA,Orange,6059
25-0007647,CA,San Bernardino,6071
25-0007648,CA,Los Angeles,6037
25-0007649,CA,Los Angeles,6037
25-0007650,CA,San Bernardino,6071
25-0007651,CA,Riverside,6065
25-0007652,CA,Los Angeles,6037
25-0007653,CA,Kern,6029
25-0007654,CA,Los Angeles,6037
25-0007655,CA,Los Angeles,6037
25-0007656,CA,San Bernardino,6071
25-0007657,CA,Los Angeles,6037
25-0007658,CA,Los Angeles,6037
25-0007659,CA,Los Angeles,6037
25-0007660,CA,Riverside,6065
25-0007661,CA,Orange,6059
25-0007662,CA,Los Angeles,6037
25-0007663,CA,Los Angeles,6037
25-0007664,CA,San Diego,6073
25-0007665,CA,Orange,6059
25-0007666,CA,Los Angeles,6037
25-0007667,CA,San Diego,6073
25-0007668,CA,Los Angeles,6037
25-0007669,CA,Santa Clara,6085
25-0007670,CA,Fresno,6019
25-0007671,CA,Riverside,6065
25-0007672,CA,Riverside,6065
25-0007673,CA,Alameda,6001
25-0007674,CA,San Bernardino,6071
25-0007675,CA,Los Angeles,6037
25-0007676,CA,Los Angeles,6037
25-0007677,CA,Orange,6059
25-0007678,CA,Sacramento,6067
25-0007679,CA,Fresno,6019
25-0007680,CA,Butte,6007
25-0007681,CA,San Luis Obispo,6079
25-0007682,CA,Fresno,6019
25-0007683,CA,Sacramento,6067
25-0007684,CA,San Bernardino,6071
25-0007685,CA,San Bernardino,6071
25-0007686,CA,San Bernardino,6071
25-0007687,CA,Riverside,6065
25-0007688,CA,San Diego,6073
25-0007689,CA,Los Angeles,6037
25-0007690,CA,Mendocino,6045
25-0007691,CA,Los Angeles,6037
25-0007692,CA,Madera,6039
25-0007693,CA,Los Angeles,6037
25-0007694,CA,Fresno,6019
25-0007695,CA,Los Angeles,6037
25-0007696,CA,Los Angeles,6037
25-0007697,CA,Los Angeles,6037
25-0007698,CA,Los Angeles,6037
25-0007699,CA,Sacramento,6067
25-0007700,CA,Merced,6047
25-0007701,CA,Orange,6059
25-0007702,CA,Los Angeles,6037
25-0007703,CA,Los Angeles,6037
25-0007704,CA,Riverside,6065
25-0007705,CA,Riverside,6065
25-0007706,CA,Sacramento,6067
25-0007707,CA,Los Angeles,6037
25-0007708,CA,Nevada,6057
25-0007709,CA,San Bernardino,6071
25-0007710,CA,Los Angeles,6037
25-0007711,CA,Riverside,6065
25-0007712,CA,Los Angeles,6037
25-0007713,CA,Santa Cruz,6087
25-0007714,CA,Los Angeles,6037
25-0007715,CA,Los Angeles,6037
25-0007716,CA,Los Angeles,6037
25-0007717,CA,Riverside,6065
25-0007718,CA,Santa Cruz,6087
25-0007719,CA,Santa Clara,6085
25-0007720,CA,Los Angeles,6037
25-0007721,CA,Los Angeles,6037
25-0007722,CA,Riverside,6065
25-0007723,CA,Orange,6059
25-0007724,CA,Santa Barbara,6083
25-0007725,CA,Contra Costa,6013
25-0007726,CA,Yolo,6113
25-0007727,CA,San Joaquin,6077
25-0007728,CA,Butte,6007
25-0007729,CA,San Bernardino,6071
25-0007730,CA,Kern,6029
25-0007731,CA,Butte,6007
25-0007732,CA,San Joaquin,6077
25-0007733,CA,Butte,6007
25-0007734,CA,Los Angeles,6037
25-0007735,CA,Los Angeles,6037
25-0007736,CA,Los Angeles,6037
25-0007737,CA,Merced,6047
25-0007738,CA,Riverside,6065
25-0007739,CA,San Bernardino,6071
25-0007740,CA,Los Angeles,6037
25-0007741,CA,Los Angeles,6037
25-0007742,CA,Los Angeles,6037
25-0007743,CA,San Mateo,6081
25-0007744,CA,Orange,6059
25-0007745,CA,Los Angeles,6037
25-0007746,CA,Los Angeles,6037
25-0007747,CA,Los Angeles,6037
25-0007748,CA,Los Angeles,6037
25-0007749,CA,Los Angeles,6037
25-0007750,CA,Riverside,6065
25-0007751,CA,Alameda,6001
25-0007752,CA,Los Angeles,6037
25-0007753,CA,Riverside,6065
25-0007754,CA,Sacramento,6067
25-0007755,CA,Los Angeles,6037
25-0007756,CA,San Francisco,6075
25-0007757,CA,Los Angeles,6037
25-0007758,CA,Ventura,6111
25-0007759,CA,Orange,6059
25-0007760,CA,San Bernardino,6071
25-0007761,CA,Los Angeles,6037
25-0007762,CA,Orange,6059
25-0007763,CA,Kern,6029
25-0007764,CA,Los Angeles,6037
25-0007765,CA,Los Angeles,6037
25-0007766,CA,San Bernardino,6071
